Name,Appearances,Goals,Goals per match,Shots,Shots on target,Shooting accuracy %,Assists,Passes,Passes per match,Big chances created,Accurate long balls,Through balls,Crosses,Cross accuracy %,Tackles,Tackle success %,Interceptions,Blocked shots,Clearances,Recoveries,Duels won,Successful 50/50s,Aerial battles won,Errors leading to goal,Fouls,Yellow cards,Red cards
Bernd Leno,64,13.19873817,2.922714286,119.5245283,45.628,33.44150943,9.090361446,1783,27.86,12.24477612,234,14.35622318,153.01,20.99009901,120.5249406,63.59752322,89.74447174,27.512,173.8312958,386.3424242,369.7522659,61.37060703,123.5111111,7,70.25986079,2,1.495652174
Matt Macey,81.7006237,13.19873817,2.922714286,119.5245283,45.628,33.44150943,9.090361446,2747.585417,30.74139293,12.24477612,236.3481894,14.35622318,153.01,20.99009901,120.5249406,63.59752322,89.74447174,27.512,173.8312958,386.3424242,369.7522659,61.37060703,123.5111111,2.790055249,70.25986079,11.86614173,1.495652174
Rúnar Alex Rúnarsson,81.7006237,13.19873817,2.922714286,119.5245283,45.628,33.44150943,9.090361446,2747.585417,30.74139293,12.24477612,236.3481894,14.35622318,153.01,20.99009901,120.5249406,63.59752322,89.74447174,27.512,173.8312958,386.3424242,369.7522659,61.37060703,123.5111111,2.790055249,70.25986079,11.86614173,1.495652174
Héctor Bellerín,160,7,2.922714286,119.5245283,45.628,33.44150943,18,7125,44.53,28,144,31,389,16,214,78,208,32,304,732,611,196,161,1,125,23,1.495652174
Kieran Tierney,16,1,2.922714286,119.5245283,45.628,33.44150943,1,519,32.44,1,22,14.35622318,45,18,21,81,12,1,32,63,55,12,10,2.790055249,9,2,1.495652174
William Saliba,81.7006237,13.19873817,2.922714286,119.5245283,45.628,33.44150943,9.090361446,2747.585417,30.74139293,12.24477612,236.3481894,14.35622318,153.01,20.99009901,120.5249406,63.59752322,89.74447174,27.512,173.8312958,386.3424242,369.7522659,61.37060703,123.5111111,2.790055249,70.25986079,11.86614173,1.495652174
Sokratis,44,3,2.922714286,119.5245283,45.628,33.44150943,2,2416,54.91,4,172,2,1,1,67,61,43,4,175,173,227,11,115,1,56,18,1.495652174
Rob Holding,41,13.19873817,2.922714286,119.5245283,45.628,33.44150943,9.090361446,2200,53.66,12.24477612,116,1,3,67,50,70,54,3,170,192,176,19,96,2.790055249,32,8,1.495652174
Shkodran Mustafi,99,7,2.922714286,119.5245283,45.628,33.44150943,4,5907,59.67,5,273,13,45,20,197,73,195,14,531,455,670,26,413,3,117,28,1.495652174
Calum Chambers,139,6,2.922714286,119.5245283,45.628,33.44150943,3,5935,42.7,9,304,4,210,18,257,70,247,22,537,735,703,93,301,1,137,28,1
David Luiz,194,13,2.922714286,119.5245283,45.628,33.44150943,7,10165,52.4,22,980,79,67,28,240,74,344,59,832,1042,846,80,344,4,212,40,3
Sead Kolasinac,78,2,2.922714286,119.5245283,45.628,33.44150943,11,3201,41.04,18,67,3,123,20,112,66,72,11,111,365,284,41,97,1,74,12,1.495652174
Gabriel Magalhães,2,1,2.922714286,119.5245283,45.628,33.44150943,9.090361446,197,98.5,12.24477612,6,14.35622318,153.01,20.99009901,2,2,2,27.512,8,6,8,61.37060703,4,2.790055249,3,11.86614173,1.495652174
Mesut Özil,184,33,0.18,205,92,45,54,11186,60.79,65,276,121,834,35,161,68,75,58,37,778,625,248,28,2,95,13,1.495652174
Lucas Torreira,63,3,0.05,46,12,26,3,2493,39.57,3,94,4,40,28,96,57,75,10,53,327,276,30,32,2.790055249,62,14,1
Ainsley Maitland-Niles,54,1,0.02,14,4,29,3,1867,34.57,4,74,2,57,21,101,62,62,3,66,223,218,58,29,2.790055249,35,6,2
Mohamed Elneny,47,13.19873817,47,44,5,11,3,2532,53.87,2,83,4,30,13,57,54,41,22,41,211,109,11,18,2.790055249,24,7,1
Joseph Willock,33,1,0.03,18,5,28,1,398,12.06,1,15,3,9,22,30,60,6,4,10,64,75,21,9,2.790055249,13,2,1.495652174
Matteo Guendouzi,57,13.19873817,57,27,9,33,1,2750,48.25,4,148,16,21,10,75,56,59,11,58,284,263,47,31,1,41,15,1.495652174
Emile Smith Rowe,2,13.19873817,2,119.5245283,45.628,33.44150943,9.090361446,35,17.5,12.24477612,236.3481894,14.35622318,1,1,1,100,1,27.512,2,5,4,2,123.5111111,2.790055249,70.25986079,11.86614173,1.495652174
Granit Xhaka,132,8,0.06,144,41,28,13,9739,73.78,12,673,35,274,25,254,66,133,40,208,885,650,69,181,7,196,35,2
Bukayo Saka,28,1,0.04,15,4,27,5,716,25.57,6,236.3481894,14.35622318,69,20.99009901,36,63.59752322,12,5,12,386.3424242,369.7522659,61.37060703,123.5111111,2.790055249,22,6,1.495652174
Dani Ceballos,26,13.19873817,26,14,3,21,3,1372,52.77,2,81,7,71,14,49,51,37,6,14,163,127,30,12,2.790055249,21,1,1.495652174
Alexandre Lacazette,99,39,0.39,204,93,46,16,2045,20.66,15,236.3481894,14.35622318,60,20.99009901,92,63.59752322,30,44,49,386.3424242,369.7522659,61.37060703,123.5111111,2.790055249,127,11,1.495652174
Pierre-Emerick Aubameyang,87,55,0.63,222,105,47,13,1880,21.61,17,236.3481894,14.35622318,155,20.99009901,58,63.59752322,25,52,38,386.3424242,369.7522659,61.37060703,123.5111111,2.790055249,30,4,1
Nicolas Pépé,33,5,0.15,51,18,35,6,723,21.91,8,236.3481894,14.35622318,113,20.99009901,32,63.59752322,8,14,4,386.3424242,369.7522659,61.37060703,123.5111111,2.790055249,14,4,1.495652174
Reiss Nelson,20,1,0.05,13,4,31,9.090361446,286,14.3,12.24477612,236.3481894,14.35622318,25,20.99009901,15,63.59752322,6,5,2,386.3424242,369.7522659,61.37060703,123.5111111,2.790055249,8,1,1.495652174
Eddie Nketiah,23,4,0.17,20,8,40,9.090361446,172,7.48,1,236.3481894,14.35622318,1,20.99009901,9,63.59752322,2,4,6,386.3424242,369.7522659,61.37060703,123.5111111,2.790055249,18,11.86614173,1
Gabriel Martinelli,14,3,0.21,12,5,42,9.090361446,116,8.29,12.24477612,2,1,22,22,20,75,3,2,5,34,46,9,8,2.790055249,9,1,1.495652174
Willian,236,37,0.16,393,145,37,35,8290,35.13,51,236.3481894,14.35622318,1009,20.99009901,246,63.59752322,100,111,54,386.3424242,369.7522659,61.37060703,123.5111111,2.790055249,131,21,1
Tom Heaton,116,13.19873817,2.922714286,119.5245283,45.628,33.44150943,9.090361446,3290,28.36,12.24477612,1067,14.35622318,153.01,20.99009901,120.5249406,63.59752322,89.74447174,27.512,173.8312958,386.3424242,369.7522659,61.37060703,123.5111111,3,2,5,1.495652174
Jed Steer,2,13.19873817,2.922714286,119.5245283,45.628,33.44150943,9.090361446,32,16,12.24477612,6,14.35622318,153.01,20.99009901,120.5249406,63.59752322,89.74447174,27.512,173.8312958,386.3424242,369.7522659,61.37060703,123.5111111,2.790055249,70.25986079,11.86614173,1.495652174
Ørjan Nyland,7,13.19873817,2.922714286,119.5245283,45.628,33.44150943,9.090361446,152,21.71,12.24477612,35,14.35622318,153.01,20.99009901,120.5249406,63.59752322,89.74447174,27.512,173.8312958,386.3424242,369.7522659,61.37060703,123.5111111,2.790055249,70.25986079,11.86614173,1.495652174
Lovre Kalinic,81.7006237,13.19873817,2.922714286,119.5245283,45.628,33.44150943,9.090361446,2747.585417,30.74139293,12.24477612,236.3481894,14.35622318,153.01,20.99009901,120.5249406,63.59752322,89.74447174,27.512,173.8312958,386.3424242,369.7522659,61.37060703,123.5111111,2.790055249,70.25986079,11.86614173,1.495652174
Emiliano Martínez,16,13.19873817,2.922714286,119.5245283,45.628,33.44150943,9.090361446,397,24.81,12.24477612,62,14.35622318,153.01,20.99009901,120.5249406,63.59752322,89.74447174,27.512,173.8312958,386.3424242,369.7522659,61.37060703,123.5111111,2.790055249,1,2,1.495652174
Neil Taylor,145,13.19873817,2.922714286,119.5245283,45.628,33.44150943,5,5491,37.87,6,214,5,255,22,266,76,241,14,350,614,493,46,94,2.790055249,121,21,1.495652174
Ezri Konsa Ngoyo,26,2,2.922714286,119.5245283,45.628,33.44150943,2,810,31.15,2,36,14.35622318,13,46,19,53,27,3,70,106,116,7,56,1,17,3,1.495652174
Matt Targett,72,2,2.922714286,119.5245283,45.628,33.44150943,6,2240,31.11,13,140,8,250,26,122,66,124,8,156,297,274,21,84,1,41,8,1.495652174
Björn Engels,17,1,2.922714286,119.5245283,45.628,33.44150943,9.090361446,647,38.06,12.24477612,49,14.35622318,2,50,11,55,28,27.512,85,53,71,1,55,1,5,1,1.495652174
Frédéric Guilbert,25,13.19873817,2.922714286,119.5245283,45.628,33.44150943,2,749,29.96,1,40,14.35622318,91,16,74,58,49,2,62,104,164,23,48,2.790055249,36,7,1.495652174
Ahmed El Mohamady,183,6,2.922714286,119.5245283,45.628,33.44150943,13,6628,36.22,19,304,7,916,21,267,77,246,19,342,909,960,128,444,1,152,12,1
Kortney Hause,18,1,0.06,20,3,15,9.090361446,799,44.39,1,62,1,153.01,20.99009901,21,43,20,2,94,109,138,9,100,1,24,3,1.495652174
Tyrone Mings,51,2,2.922714286,119.5245283,45.628,33.44150943,3,1961,38.45,2,155,14.35622318,10,40,30,83,49,1,253,270,162,18,96,2,30,8,1.495652174
Matthew Cash,1,13.19873817,2.922714286,119.5245283,45.628,33.44150943,9.090361446,56,56,12.24477612,3,14.35622318,6,33,1,1,2,2,4,5,1,61.37060703,123.5111111,2.790055249,70.25986079,1,1.495652174
Douglas Luiz,37,3,0.08,41,13,32,2,1300,35.14,3,100,4,25,24,46,52,36,17,47,211,150,36,31,1,51,8,1.495652174
John McGinn,29,3,0.1,57,20,35,3,759,26.17,3,85,3,67,21,53,66,26,12,15,157,193,53,19,2.790055249,38,4,1.495652174
Henri Lansbury,13,13.19873817,13,3,45.628,3,9.090361446,115,8.85,12.24477612,11,14.35622318,2,50,7,43,1,1,2,14,10,61.37060703,2,2.790055249,5,1,1.495652174
Jack Grealish,71,9,0.13,105,32,30,7,2098,29.55,12,103,2,202,23,45,71,44,33,17,293,419,122,29,1,47,9,1.495652174
Marvelous Nakamba,29,13.19873817,29,7,1,14,9.090361446,782,26.97,12.24477612,24,14.35622318,4,4,55,51,39,27.512,32,155,115,14,23,1,26,5,1.495652174
Conor Hourihane,28,3,0.11,30,10,33,5,665,23.75,8,22,1,124,24,16,63,9,13,27,73,54,4,14,2.790055249,15,4,1.495652174
Trézéguet,35,6,0.17,52,17,33,1,388,11.09,12.24477612,10,14.35622318,73,16,40,45,27,22,14,80,134,30,32,2.790055249,39,2,1
Anwar El Ghazi,34,4,0.12,52,20,38,4,479,14.09,4,15,1,107,24,20,55,13,11,12,75,97,29,31,2.790055249,20,3,1.495652174
Jota,10,13.19873817,10,6,1,17,1,93,9.3,1,6,2,2,2,3,33,3,4,5,26,13,7,1,2.790055249,6,11.86614173,1.495652174
Jacob Ramsey,81.7006237,13.19873817,2.922714286,119.5245283,45.628,33.44150943,9.090361446,2747.585417,30.74139293,12.24477612,236.3481894,14.35622318,153.01,20.99009901,120.5249406,63.59752322,89.74447174,27.512,173.8312958,386.3424242,369.7522659,61.37060703,123.5111111,2.790055249,70.25986079,11.86614173,1.495652174
Wesley,21,5,0.24,35,18,51,1,367,17.48,1,236.3481894,14.35622318,7,20.99009901,15,63.59752322,4,8,23,386.3424242,369.7522659,61.37060703,123.5111111,2.790055249,43,3,1.495652174
Keinan Davis,19,13.19873817,19,17,5,29,9.090361446,149,7.84,12.24477612,236.3481894,14.35622318,3,20.99009901,1,63.59752322,89.74447174,2,4,386.3424242,369.7522659,61.37060703,123.5111111,2.790055249,12,11.86614173,1.495652174
Ollie Watkins,1,13.19873817,1,3,45.628,3,9.090361446,19,19,12.24477612,236.3481894,14.35622318,153.01,20.99009901,120.5249406,63.59752322,89.74447174,1,173.8312958,386.3424242,369.7522659,61.37060703,123.5111111,2.790055249,2,11.86614173,1.495652174
Bertrand Traoré,10,2,0.2,17,6,35,1,136,13.6,1,236.3481894,14.35622318,3,20.99009901,9,63.59752322,2,7,3,386.3424242,369.7522659,61.37060703,123.5111111,2.790055249,3,11.86614173,1.495652174
Mat Ryan,112,13.19873817,2.922714286,119.5245283,45.628,33.44150943,9.090361446,3272,29.21,12.24477612,964,14.35622318,153.01,20.99009901,120.5249406,63.59752322,89.74447174,27.512,173.8312958,386.3424242,369.7522659,61.37060703,123.5111111,2,2,2,1.495652174
Jason Steele,81.7006237,13.19873817,2.922714286,119.5245283,45.628,33.44150943,9.090361446,2747.585417,30.74139293,12.24477612,236.3481894,14.35622318,153.01,20.99009901,120.5249406,63.59752322,89.74447174,27.512,173.8312958,386.3424242,369.7522659,61.37060703,123.5111111,2.790055249,70.25986079,11.86614173,1.495652174
Christian Walton,81.7006237,13.19873817,2.922714286,119.5245283,45.628,33.44150943,9.090361446,2747.585417,30.74139293,12.24477612,236.3481894,14.35622318,153.01,20.99009901,120.5249406,63.59752322,89.74447174,27.512,173.8312958,386.3424242,369.7522659,61.37060703,123.5111111,2.790055249,70.25986079,11.86614173,1.495652174
Robert Sánchez,81.7006237,13.19873817,2.922714286,119.5245283,45.628,33.44150943,9.090361446,2747.585417,30.74139293,12.24477612,236.3481894,14.35622318,153.01,20.99009901,120.5249406,63.59752322,89.74447174,27.512,173.8312958,386.3424242,369.7522659,61.37060703,123.5111111,2.790055249,70.25986079,11.86614173,1.495652174
Ben White,2,13.19873817,2.922714286,119.5245283,45.628,33.44150943,9.090361446,101,50.5,12.24477612,4,14.35622318,1,1,2,100,2,27.512,2,5,8,1,4,2.790055249,2,11.86614173,1.495652174
Tariq Lamptey,11,13.19873817,2.922714286,119.5245283,45.628,33.44150943,2,243,22.09,4,3,14.35622318,27,15,12,83,23,2,16,41,57,17,5,2.790055249,16,3,1.495652174
Lewis Dunk,112,6,2.922714286,119.5245283,45.628,33.44150943,5,5364,47.89,3,506,6,10,20,151,56,173,16,547,725,560,15,345,2,80,21,1
Adam Webster,33,3,2.922714286,119.5245283,45.628,33.44150943,1,2001,60.64,2,120,1,6,33,33,55,48,3,112,184,179,14,114,1,14,4,1.495652174
Bernardo,36,13.19873817,2.922714286,119.5245283,45.628,33.44150943,1,1115,30.97,3,35,14.35622318,48,19,89,66,40,5,86,169,212,22,75,2.790055249,20,5,1.495652174
Dan Burn,44,13.19873817,2.922714286,119.5245283,45.628,33.44150943,9.090361446,1792,40.73,2,62,3,51,20,73,64,51,5,203,175,270,19,165,2.790055249,38,5,1.495652174
Joël Veltman,81.7006237,13.19873817,2.922714286,119.5245283,45.628,33.44150943,9.090361446,2747.585417,30.74139293,12.24477612,236.3481894,14.35622318,153.01,20.99009901,120.5249406,63.59752322,89.74447174,27.512,173.8312958,386.3424242,369.7522659,61.37060703,123.5111111,2.790055249,70.25986079,11.86614173,1.495652174
Romaric Yapi,81.7006237,13.19873817,2.922714286,119.5245283,45.628,33.44150943,9.090361446,2747.585417,30.74139293,12.24477612,236.3481894,14.35622318,153.01,20.99009901,120.5249406,63.59752322,89.74447174,27.512,173.8312958,386.3424242,369.7522659,61.37060703,123.5111111,2.790055249,70.25986079,11.86614173,1.495652174
Alex Cochrane,81.7006237,13.19873817,2.922714286,119.5245283,45.628,33.44150943,9.090361446,2747.585417,30.74139293,12.24477612,236.3481894,14.35622318,153.01,20.99009901,120.5249406,63.59752322,89.74447174,27.512,173.8312958,386.3424242,369.7522659,61.37060703,123.5111111,2.790055249,70.25986079,11.86614173,1.495652174
Haydon Roberts,81.7006237,13.19873817,2.922714286,119.5245283,45.628,33.44150943,9.090361446,2747.585417,30.74139293,12.24477612,236.3481894,14.35622318,153.01,20.99009901,120.5249406,63.59752322,89.74447174,27.512,173.8312958,386.3424242,369.7522659,61.37060703,123.5111111,2.790055249,70.25986079,11.86614173,1.495652174
Dale Stephens,99,1,0.01,49,5,10,5,4785,48.33,4,381,7,6,17,261,63,167,16,152,724,402,35,73,2.790055249,136,20,1
Yves Bissouma,52,1,0.02,51,10,20,9.090361446,1441,27.71,1,74,6,14,21,115,63,57,11,48,239,285,79,48,1,74,9,1
Alexis Mac Allister,9,13.19873817,9,7,1,14,9.090361446,98,10.89,12.24477612,2,14.35622318,23,13,9,56,1,3,1,15,17,2,3,2.790055249,4,11.86614173,1.495652174
Pascal Groß,93,12,0.13,97,38,39,15,2937,31.58,35,166,17,522,31,101,50,37,29,48,313,216,21,49,2.790055249,67,7,1.495652174
Adam Lallana,198,30,0.15,274,96,35,28,6407,32.36,25,146,47,489,20,322,75,166,91,126,839,886,209,120,2.790055249,142,17,1.495652174
Solly March,92,2,0.02,93,26,28,7,1971,21.42,13,100,3,329,23,140,56,62,31,66,345,372,116,52,2.790055249,70,6,1.495652174
Davy Pröpper,100,2,0.02,80,15,19,7,4384,43.84,7,258,7,67,15,187,57,151,22,134,673,456,112,112,2,105,8,1
Steven Alzate,21,13.19873817,21,15,4,27,9.090361446,681,32.43,12.24477612,236.3481894,14.35622318,8,20.99009901,34,63.59752322,15,7,13,386.3424242,369.7522659,61.37060703,123.5111111,2.790055249,21,1,1.495652174
Max Sanders,81.7006237,13.19873817,2.922714286,119.5245283,45.628,33.44150943,9.090361446,2747.585417,30.74139293,12.24477612,236.3481894,14.35622318,153.01,20.99009901,120.5249406,63.59752322,89.74447174,27.512,173.8312958,386.3424242,369.7522659,61.37060703,123.5111111,2.790055249,70.25986079,11.86614173,1.495652174
Jayson Molumby,81.7006237,13.19873817,2.922714286,119.5245283,45.628,33.44150943,9.090361446,2747.585417,30.74139293,12.24477612,236.3481894,14.35622318,153.01,20.99009901,120.5249406,63.59752322,89.74447174,27.512,173.8312958,386.3424242,369.7522659,61.37060703,123.5111111,2.790055249,70.25986079,11.86614173,1.495652174
Lars Dendoncker,81.7006237,13.19873817,2.922714286,119.5245283,45.628,33.44150943,9.090361446,2747.585417,30.74139293,12.24477612,236.3481894,14.35622318,153.01,20.99009901,120.5249406,63.59752322,89.74447174,27.512,173.8312958,386.3424242,369.7522659,61.37060703,123.5111111,2.790055249,70.25986079,11.86614173,1.495652174
Peter Gwargis,81.7006237,13.19873817,2.922714286,119.5245283,45.628,33.44150943,9.090361446,2747.585417,30.74139293,12.24477612,236.3481894,14.35622318,153.01,20.99009901,120.5249406,63.59752322,89.74447174,27.512,173.8312958,386.3424242,369.7522659,61.37060703,123.5111111,2.790055249,70.25986079,11.86614173,1.495652174
Leandro Trossard,33,6,0.18,45,14,31,4,772,23.39,7,236.3481894,14.35622318,83,20.99009901,23,63.59752322,11,8,6,386.3424242,369.7522659,61.37060703,123.5111111,2.790055249,17,11.86614173,1.495652174
Neal Maupay,39,12,0.31,101,41,41,4,710,18.21,3,236.3481894,14.35622318,13,20.99009901,21,63.59752322,5,31,9,386.3424242,369.7522659,61.37060703,123.5111111,2.790055249,38,3,1.495652174
Alireza Jahanbakhsh,31,2,0.06,34,8,24,9.090361446,401,12.94,2,236.3481894,14.35622318,48,20.99009901,41,63.59752322,14,10,3,386.3424242,369.7522659,61.37060703,123.5111111,2.790055249,21,2,1.495652174
José Izquierdo,47,5,0.11,67,19,28,4,728,15.49,4,236.3481894,14.35622318,29,20.99009901,38,63.59752322,21,19,32,386.3424242,369.7522659,61.37060703,123.5111111,2.790055249,26,3,1.495652174
Aaron Connolly,26,4,0.15,43,16,37,1,161,6.19,1,236.3481894,14.35622318,9,20.99009901,8,63.59752322,89.74447174,14,3,386.3424242,369.7522659,61.37060703,123.5111111,2.790055249,17,11.86614173,1.495652174
Florin Andone,26,4,0.15,20,9,45,9.090361446,177,6.81,12.24477612,236.3481894,14.35622318,5,20.99009901,11,63.59752322,3,6,13,386.3424242,369.7522659,61.37060703,123.5111111,2.790055249,30,5,1
Viktor Gyökeres,81.7006237,13.19873817,2.922714286,119.5245283,45.628,33.44150943,9.090361446,2747.585417,30.74139293,12.24477612,236.3481894,14.35622318,153.01,20.99009901,120.5249406,63.59752322,89.74447174,27.512,173.8312958,386.3424242,369.7522659,61.37060703,123.5111111,2.790055249,70.25986079,11.86614173,1.495652174
Nick Pope,74,13.19873817,2.922714286,119.5245283,45.628,33.44150943,9.090361446,2124,28.7,12.24477612,647,14.35622318,153.01,20.99009901,120.5249406,63.59752322,89.74447174,27.512,173.8312958,386.3424242,369.7522659,61.37060703,123.5111111,2,1,4,1.495652174
Bailey Peacock-Farrell,81.7006237,13.19873817,2.922714286,119.5245283,45.628,33.44150943,9.090361446,2747.585417,30.74139293,12.24477612,236.3481894,14.35622318,153.01,20.99009901,120.5249406,63.59752322,89.74447174,27.512,173.8312958,386.3424242,369.7522659,61.37060703,123.5111111,2.790055249,70.25986079,11.86614173,1.495652174
Will Norris,1,13.19873817,2.922714286,119.5245283,45.628,33.44150943,9.090361446,2747.585417,1,12.24477612,236.3481894,14.35622318,153.01,20.99009901,120.5249406,63.59752322,89.74447174,27.512,173.8312958,386.3424242,369.7522659,61.37060703,123.5111111,2.790055249,70.25986079,11.86614173,1.495652174
Matthew Lowton,172,2,2.922714286,119.5245283,45.628,33.44150943,12,5463,31.76,18,466,19,428,19,415,66,317,6,697,732,796,95,198,2,144,35,1.495652174
Charlie Taylor,74,13.19873817,2.922714286,119.5245283,45.628,33.44150943,2,2249,30.39,3,134,14.35622318,238,21,111,50,86,1,186,377,411,68,144,1,39,8,1.495652174
James Tarkowski,123,5,2.922714286,119.5245283,45.628,33.44150943,3,3839,31.21,7,355,14.35622318,15,20,202,59,166,13,691,472,861,34,540,1,119,24,1.495652174
Ben Mee,166,4,2.922714286,119.5245283,45.628,33.44150943,4,6088,36.67,7,634,1,70,16,240,60,260,13,1082,911,986,35,609,5,118,36,1.495652174
Erik Pieters,194,1,2.922714286,119.5245283,45.628,33.44150943,11,6880,35.46,17,308,5,455,18,538,73,354,11,620,899,1142,63,324,4,300,34,1.495652174
Phil Bardsley,300,7,2.922714286,119.5245283,45.628,33.44150943,5,9247,30.82,17,584,19,660,20,728,78,423,56,1081,1154,1395,104,302,3,327,78,2
Kevin Long,35,1,2.922714286,119.5245283,45.628,33.44150943,3,1038,29.66,4,104,14.35622318,2,2,63,68,34,6,214,130,236,3,139,1,28,1,1.495652174
Jimmy Dunne,1,1,2.922714286,119.5245283,45.628,33.44150943,9.090361446,25,25,12.24477612,2,14.35622318,153.01,20.99009901,120.5249406,63.59752322,2,27.512,8,3,9,61.37060703,7,2.790055249,1,11.86614173,1.495652174
Bobby Thomas,81.7006237,13.19873817,2.922714286,119.5245283,45.628,33.44150943,9.090361446,2747.585417,30.74139293,12.24477612,236.3481894,14.35622318,153.01,20.99009901,120.5249406,63.59752322,89.74447174,27.512,173.8312958,386.3424242,369.7522659,61.37060703,123.5111111,2.790055249,70.25986079,11.86614173,1.495652174
Anthony Driscoll-Glennon,81.7006237,13.19873817,2.922714286,119.5245283,45.628,33.44150943,9.090361446,2747.585417,30.74139293,12.24477612,236.3481894,14.35622318,153.01,20.99009901,120.5249406,63.59752322,89.74447174,27.512,173.8312958,386.3424242,369.7522659,61.37060703,123.5111111,2.790055249,70.25986079,11.86614173,1.495652174
Jack Cork,264,8,0.03,137,42,31,9,11059,41.89,11,591,34,151,17,466,71,400,43,477,1565,1312,184,393,1,211,32,1.495652174
Jóhann Gudmundsson,96,7,0.07,114,37,32,17,1750,18.23,12,82,3,439,32,93,61,91,32,90,386,313,63,93,2.790055249,41,5,1.495652174
Josh Brownhill,11,13.19873817,11,8,45.628,8,9.090361446,368,33.45,12.24477612,10,14.35622318,3,3,15,53,19,3,17,52,52,8,21,2.790055249,8,2,1.495652174
Dwight McNeil,61,5,0.08,75,20,27,12,1509,24.74,17,236.3481894,14.35622318,377,20.99009901,83,63.59752322,43,25,59,386.3424242,369.7522659,61.37060703,123.5111111,2.790055249,45,7,1.495652174
Robbie Brady,142,9,0.06,155,42,27,12,3280,23.1,23,195,12,724,26,241,73,136,54,214,578,596,129,136,2,117,15,1
Ashley Westwood,222,9,0.04,137,34,25,25,9880,44.5,39,790,22,657,32,336,68,321,48,241,1309,586,36,94,1,195,38,1.495652174
Josh Benson,81.7006237,13.19873817,2.922714286,119.5245283,45.628,33.44150943,9.090361446,2747.585417,30.74139293,12.24477612,236.3481894,14.35622318,153.01,20.99009901,120.5249406,63.59752322,89.74447174,27.512,173.8312958,386.3424242,369.7522659,61.37060703,123.5111111,2.790055249,70.25986079,11.86614173,1.495652174
Chris Wood,105,36,0.34,172,81,47,4,1535,14.62,8,236.3481894,14.35622318,25,20.99009901,28,63.59752322,7,22,62,386.3424242,369.7522659,61.37060703,123.5111111,2.790055249,84,4,1.495652174
Ashley Barnes,155,38,0.25,276,104,38,6,2475,15.97,11,236.3481894,14.35622318,62,20.99009901,103,63.59752322,33,53,111,386.3424242,369.7522659,61.37060703,123.5111111,2.790055249,269,32,2
Jay Rodriguez,178,41,0.23,378,140,37,12,2835,15.93,14,236.3481894,14.35622318,134,20.99009901,154,63.59752322,82,87,113,386.3424242,369.7522659,61.37060703,123.5111111,2.790055249,156,11,1.495652174
Matej Vydra,57,6,0.11,37,20,54,5,359,6.3,4,236.3481894,14.35622318,11,20.99009901,10,63.59752322,5,5,13,386.3424242,369.7522659,61.37060703,123.5111111,2.790055249,9,1,1.495652174
Kepa Arrizabalaga,71,13.19873817,2.922714286,119.5245283,45.628,33.44150943,9.090361446,2006,28.25,12.24477612,334,14.35622318,153.01,20.99009901,120.5249406,63.59752322,89.74447174,27.512,173.8312958,386.3424242,369.7522659,61.37060703,123.5111111,2,70.25986079,2,1.495652174
Willy Caballero,33,13.19873817,2.922714286,119.5245283,45.628,33.44150943,9.090361446,798,24.18,12.24477612,166,14.35622318,153.01,20.99009901,120.5249406,63.59752322,89.74447174,27.512,173.8312958,386.3424242,369.7522659,61.37060703,123.5111111,2,70.25986079,11.86614173,1.495652174
Antonio Rüdiger,80,5,2.922714286,119.5245283,45.628,33.44150943,1,5738,71.72,5,364,14,18,6,93,59,72,15,252,522,341,15,199,1,73,14,1.495652174
Marcos Alonso,140,20,2.922714286,119.5245283,45.628,33.44150943,12,6434,45.96,17,214,8,428,19,288,68,215,63,369,831,800,90,286,1,125,25,1
Andreas Christensen,59,13.19873817,2.922714286,119.5245283,45.628,33.44150943,9.090361446,3213,54.46,2,131,3,153.01,20.99009901,76,51,74,3,193,300,254,10,145,1,35,6,1
Kurt Zouma,143,5,2.922714286,119.5245283,45.628,33.44150943,4,5767,40.33,2,396,14.35622318,20,10,160,69,225,13,653,574,681,50,413,2,87,10,1
Reece James,26,1,2.922714286,119.5245283,45.628,33.44150943,3,1104,42.46,6,45,14.35622318,120,24,43,67,26,6,27,108,137,31,42,2.790055249,24,1,1.495652174
César Azpilicueta,272,8,2.922714286,119.5245283,45.628,33.44150943,31,15647,57.53,32,633,25,577,22,722,73,475,29,788,1376,1400,69,475,2.790055249,240,23,1
Fikayo Tomori,17,1,2.922714286,119.5245283,45.628,33.44150943,9.090361446,1193,70.18,12.24477612,43,3,4,25,32,53,24,1,53,102,81,9,34,2.790055249,8,3,1.495652174
Emerson,30,13.19873817,2.922714286,119.5245283,45.628,33.44150943,1,1285,42.83,3,32,2,97,19,43,58,28,6,31,104,122,27,25,2.790055249,15,3,1.495652174
Ben Chilwell,99,4,2.922714286,119.5245283,45.628,33.44150943,9,4540,45.86,12,137,8,337,18,157,63,117,10,261,529,637,111,261,1,81,10,1
Thiago Silva,81.7006237,13.19873817,2.922714286,119.5245283,45.628,33.44150943,9.090361446,2747.585417,30.74139293,12.24477612,236.3481894,14.35622318,153.01,20.99009901,120.5249406,63.59752322,89.74447174,27.512,173.8312958,386.3424242,369.7522659,61.37060703,123.5111111,2.790055249,70.25986079,11.86614173,1.495652174
