Name,Jersey Number,Nationality,Age,Appearances,Wins,Losses,Goals,Goals per match,Headed goals,Goals with right foot,Goals with left foot,Penalties scored,Freekicks scored,Shots,Shots on target,Shooting accuracy %,Hit woodwork,Big chances missed,Clean sheets,Goals conceded,Tackles,Tackle success %,Last man tackles,Blocked shots,Interceptions,Clearances,Headed Clearance,Clearances off line,Recoveries,Duels won,Duels lost,Successful 50/50s,Aerial battles won,Aerial battles lost,Own goals,Errors leading to goal,Assists,Passes,Passes per match,Big chances created,Crosses,Cross accuracy %,Through balls,Accurate long balls,Saves,Penalties saved,Punches,High Claims,Catches,Sweeper clearances,Throw outs,Goal Kicks,Yellow cards,Red cards,Fouls,Offsides
Arthur Masuaku,26.0,The Democratic Republic Of Congo,26.0,81.0,26,33,13.198738170347003,,0.0,0.0,0.0,,,119.52452830188679,,,0.0,,12.0,102.0,196.0,59%,0.0,5.0,102.0,140.0,69.0,0.0,458.0,506.0,419.0,180.0,74.0,70.0,0.0,0.0,6.0,2578.0,31.83,7.0,197.0,16%,4.0,128.0,,,,,,,,,12,1,72,2.0
Ben Johnson,31.0,England,20.0,4.0,1,1,13.198738170347003,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1%,0.0,0.0,,,9.0,44%,,0.0,4.0,13.0,3.0,,13.0,18.0,20.0,1.0,7.0,5.0,,0.0,9.090361445783133,135.0,33.75,0.0,11.0,18%,0.0,6.0,,,,,,,,,0,0,8,0.0
Ajibola Alese,42.0,England,19.0,81.7006237006237,0,0,13.198738170347003,,0.0,0.0,0.0,,,119.52452830188679,,,0.0,,0.0,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.090361445783133,2747.585416666667,0.0,0.0,0.0,0%,0.0,0.0,,,,,,,,,0,0,0,0.0
Harrison Ashby,50.0,Scotland,18.0,81.7006237006237,0,0,13.198738170347003,,0.0,0.0,0.0,,,119.52452830188679,,,0.0,,0.0,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.090361445783133,2747.585416666667,0.0,0.0,0.0,0%,0.0,0.0,,,,,,,,,0,0,0,0.0
Felipe Anderson,8.0,Brazil,27.0,63.0,20,32,10.0,0.16,0.0,7.0,3.0,0.0,0.0,81.0,33.0,41%,3.0,5.0,,,136.0,60%,,25.0,63.0,22.0,8.0,,339.0,366.0,387.0,139.0,16.0,45.0,,0.0,8.0,2567.0,40.75,14.0,155.0,28%,27.0,127.0,,,,,,,,,4,0,44,7.0
Manuel Lanzini,10.0,Argentina,27.0,122.0,39,49,20.0,0.16,1.0,15.0,4.0,2.0,1.0,195.0,61.0,31%,2.0,11.0,,,123.0,67%,,56.0,118.0,30.0,7.0,,682.0,533.0,513.0,256.0,20.0,61.0,,1.0,13.0,5096.0,41.77,18.0,257.0,25%,24.0,136.0,,,,,,,,,19,0,50,20.0
Robert Snodgrass,11.0,Scotland,33.0,160.0,43,78,26.0,0.16,2.0,1.0,23.0,2.0,6.0,250.0,88.0,35%,7.0,16.0,,,265.0,72%,,78.0,106.0,105.0,36.0,,623.0,864.0,1119.0,154.0,158.0,271.0,,0.0,23.0,4715.0,29.47,35.0,1090.0,27%,36.0,135.0,,,,,,,,,30,0,199,27.0
Mark Noble,16.0,England,33.0,383.0,130,158,46.0,0.12,0.0,44.0,2.0,27.0,2.0,332.0,114.0,34%,7.0,3.0,,,860.0,70%,,91.0,566.0,264.0,71.0,,2330.0,1607.0,1534.0,243.0,99.0,131.0,,3.0,35.0,17862.0,46.64,35.0,958.0,32%,105.0,1484.0,,,,,,,,,81,5,380,27.0
Pablo Fornals,18.0,Spain,24.0,38.0,10,19,2.0,0.05,0.0,2.0,0.0,0.0,0.0,37.0,11.0,30%,1.0,2.0,,,47.0,60%,,10.0,26.0,8.0,3.0,,160.0,92.0,158.0,17.0,10.0,49.0,,0.0,5.0,893.0,23.5,4.0,63.0,16%,6.0,41.0,,,,,,,,,3,0,19,7.0
Jack Wilshere,19.0,England,28.0,182.0,87,52,8.0,0.04,1.0,2.0,5.0,0.0,0.0,140.0,50.0,36%,10.0,12.0,,,217.0,74%,,43.0,153.0,53.0,12.0,,915.0,926.0,793.0,339.0,59.0,60.0,,1.0,18.0,7494.0,41.18,32.0,239.0,18%,156.0,364.0,,,,,,,,,36,2,169,10.0
Declan Rice,41.0,England,21.0,101.0,33,44,3.0,0.03,1.0,2.0,0.0,0.0,0.0,59.0,14.0,24%,3.0,3.0,,,254.0,57%,,15.0,160.0,180.0,83.0,,681.0,489.0,362.0,79.0,141.0,115.0,,1.0,3.0,3942.0,39.03,2.0,39.0,31%,4.0,275.0,,,,,,,,,11,0,64,3.0
Josh Cullen,33.0,Ireland,24.0,3.0,2,0,13.198738170347003,3.0,0.0,0.0,0.0,0.0,0.0,119.52452830188679,0.0,0%,0.0,0.0,,,0.0,0%,,0.0,2.0,1.0,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,9.090361445783133,4.0,1.33,0.0,0.0,0%,0.0,0.0,,,,,,,,,0,0,0,0.0
Conor Coventry,54.0,Ireland,20.0,81.7006237006237,0,0,13.198738170347003,0.0,0.0,0.0,0.0,0.0,0.0,119.52452830188679,0.0,0%,0.0,0.0,,,0.0,0%,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,9.090361445783133,2747.585416666667,0.0,0.0,0.0,0%,0.0,0.0,,,,,,,,,0,0,0,0.0
Michail Antonio,30.0,England,30.0,135.0,46,56,37.0,0.27,18.0,15.0,5.0,1.0,0.0,307.0,117.0,38%,13.0,35.0,,,120.0,71%,,72.0,126.0,123.0,57.0,,479.0,926.0,1066.0,297.0,316.0,413.0,,2.0,14.0,2689.0,19.92,21.0,322.0,21%,17.0,117.0,,,,,,,,,14,1,153,60.0
Andriy Yarmolenko,7.0,Ukraine,30.0,34.0,10,16,7.0,0.21,0.0,0.0,7.0,0.0,0.0,38.0,17.0,45%,1.0,3.0,,,18.0,,,8.0,8.0,7.0,3.0,,,,,,,,,,1.0,626.0,18.41,7.0,35.0,,,,,,,,,,,,5,0,25,9.0
Jarrod Bowen,20.0,England,23.0,22.0,4,15,1.0,0.05,0.0,0.0,1.0,0.0,0.0,32.0,7.0,22%,2.0,3.0,,,24.0,,,14.0,19.0,4.0,1.0,,,,,,,,,,4.0,328.0,14.91,4.0,71.0,,,,,,,,,,,,0,0,8,1.0
Sébastien Haller,22.0,France,26.0,34.0,9,18,7.0,0.21,0.0,5.0,2.0,0.0,0.0,58.0,28.0,48%,0.0,6.0,,,22.0,,,10.0,8.0,26.0,22.0,,,,,,,,,,1.0,779.0,22.91,2.0,8.0,,,,,,,,,,,,1,0,49,19.0
Xande Silva,32.0,Portugal,23.0,1.0,0,1,13.198738170347003,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2%,0.0,0.0,,,0.0,,,2.0,0.0,0.0,0.0,,,,,,,,,,9.090361445783133,4.0,4.0,0.0,0.0,,,,,,,,,,,,0,0,0,0.0
Emmanuel Longelo,56.0,England,19.0,81.7006237006237,0,0,13.198738170347003,0.0,0.0,0.0,0.0,0.0,0.0,119.52452830188679,0.0,0%,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,,9.090361445783133,2747.585416666667,0.0,0.0,0.0,,,,,,,,,,,,0,0,0,0.0
Rui Patrício,11.0,Portugal,32.0,77.0,31,23,13.198738170347003,,,,,,,119.52452830188679,,,,,21.0,89.0,,,,,,,,,,,,,,,0.0,3.0,9.090361445783133,1530.0,19.87,,,,,550.0,195.0,2.0,13.0,32.0,17.0,5.0,244.0,581.0,0,0,0,
John Ruddy,21.0,England,33.0,119.0,33,54,13.198738170347003,,,,,,,119.52452830188679,,,,,25.0,190.0,,,,,,,,,,,,,,,0.0,12.0,9.090361445783133,2580.0,21.68,,,,,736.0,389.0,2.0,51.0,175.0,76.0,69.0,484.0,1098.0,3,1,1,
Willy Boly,15.0,France,29.0,60.0,24,18,4.0,,3.0,0.0,0.0,,,119.52452830188679,,,0.0,,20.0,59.0,147.0,61%,1.0,6.0,116.0,285.0,176.0,0.0,336.0,425.0,214.0,22.0,234.0,95.0,0.0,0.0,1.0,2779.0,46.32,5.0,2.0,2%,2.0,129.0,,,,,,,,,3,2,55,4.0
Conor Coady,16.0,England,27.0,79.0,33,23,13.198738170347003,,0.0,0.0,0.0,,,119.52452830188679,,,0.0,,23.0,89.0,71.0,63%,3.0,0.0,62.0,251.0,128.0,2.0,504.0,160.0,116.0,7.0,68.0,50.0,3.0,2.0,9.090361445783133,3617.0,45.78,2.0,0.0,0%,7.0,545.0,,,,,,,,,10,0,28,0.0
Jonny,19.0,Spain,26.0,68.0,27,19,3.0,,0.0,3.0,0.0,,,119.52452830188679,,,1.0,,14.0,74.0,170.0,58%,0.0,18.0,113.0,82.0,35.0,0.0,329.0,367.0,382.0,62.0,74.0,102.0,0.0,2.0,3.0,2162.0,31.79,3.0,100.0,18%,2.0,53.0,,,,,,,,,10,0,57,7.0
Rúben Vinagre,29.0,Portugal,21.0,34.0,14,10,13.198738170347003,,0.0,0.0,0.0,,,119.52452830188679,,,0.0,,2.0,18.0,40.0,60%,0.0,2.0,26.0,31.0,14.0,0.0,102.0,107.0,116.0,35.0,16.0,28.0,0.0,0.0,9.090361445783133,556.0,16.35,3.0,83.0,19%,1.0,14.0,,,,,,,,,2,0,19,1.0
Maximilian Kilman,49.0,England,23.0,4.0,2,1,13.198738170347003,,0.0,0.0,0.0,,,119.52452830188679,,,0.0,,0.0,2.0,4.0,50%,0.0,0.0,4.0,7.0,3.0,0.0,9.0,17.0,11.0,1.0,12.0,10.0,0.0,0.0,9.090361445783133,101.0,25.25,0.0,0.0,0%,0.0,2.0,,,,,,,,,0,0,2,0.0
Oskar Buur,59.0,Denmark,22.0,1.0,1,0,13.198738170347003,,0.0,0.0,0.0,,,119.52452830188679,,,0.0,,0.0,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,9.090361445783133,14.0,14.0,0.0,0.0,0%,0.0,0.0,,,,,,,,,0,0,0,0.0
Marçal,5.0,Brazil,31.0,2.0,1,1,13.198738170347003,,0.0,0.0,0.0,,,119.52452830188679,,,0.0,,1.0,0.0,2.0,50%,0.0,0.0,2.0,3.0,2.0,0.0,4.0,11.0,5.0,2.0,6.0,3.0,0.0,0.0,9.090361445783133,37.0,18.5,0.0,1.0,1%,0.0,2.0,,,,,,,,,1,0,1,0.0
Ki-Jana Hoever,2.0,Netherlands,18.0,81.7006237006237,0,0,13.198738170347003,,0.0,0.0,0.0,,,119.52452830188679,,,0.0,,0.0,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.090361445783133,2747.585416666667,0.0,0.0,0.0,0%,0.0,0.0,,,,,,,,,0,0,0,0.0
Rúben Neves,8.0,Portugal,23.0,75.0,30,23,6.0,0.08,0.0,6.0,0.0,2.0,2.0,137.0,26.0,19%,2.0,0.0,,,139.0,47%,,55.0,131.0,77.0,30.0,,601.0,263.0,290.0,33.0,60.0,62.0,,0.0,5.0,4024.0,53.65,7.0,61.0,21%,19.0,440.0,,,,,,,,,17,0,66,0.0
Daniel Podence,10.0,Portugal,24.0,11.0,5,2,1.0,0.09,1.0,0.0,0.0,0.0,0.0,12.0,3.0,25%,0.0,0.0,,,7.0,57%,,4.0,2.0,1.0,0.0,,17.0,28.0,30.0,10.0,0.0,11.0,,0.0,2.0,143.0,13.0,4.0,9.0,44%,2.0,6.0,,,,,,,,,0,0,6,3.0
Romain Saïss,27.0,Morocco,30.0,54.0,24,16,5.0,0.09,3.0,1.0,1.0,0.0,0.0,38.0,15.0,39%,1.0,6.0,,,97.0,68%,,6.0,87.0,187.0,101.0,,276.0,326.0,225.0,13.0,186.0,106.0,,0.0,1.0,2453.0,45.43,4.0,18.0,17%,1.0,208.0,,,,,,,,,17,1,72,2.0
João Moutinho,28.0,Portugal,34.0,78.0,32,23,2.0,0.03,0.0,1.0,1.0,0.0,1.0,40.0,9.0,23%,1.0,0.0,,,210.0,52%,,10.0,91.0,59.0,20.0,,530.0,340.0,405.0,28.0,43.0,70.0,,0.0,14.0,3778.0,48.44,16.0,422.0,31%,10.0,281.0,,,,,,,,,11,0,95,3.0
Leander Dendoncker,32.0,Belgium,25.0,59.0,26,15,6.0,0.1,1.0,3.0,2.0,0.0,0.0,37.0,15.0,41%,2.0,8.0,,,124.0,47%,,6.0,61.0,92.0,61.0,,246.0,328.0,271.0,28.0,158.0,138.0,,1.0,9.090361445783133,1966.0,33.32,2.0,16.0,31%,0.0,81.0,,,,,,,,,6,0,43,1.0
Vitinha,20.0,Portugal,20.0,1.0,1,0,13.198738170347003,1.0,0.0,0.0,0.0,0.0,0.0,119.52452830188679,0.0,0%,0.0,0.0,,,0.0,0%,,0.0,0.0,0.0,0.0,,1.0,1.0,0.0,1.0,0.0,0.0,,0.0,9.090361445783133,5.0,5.0,0.0,0.0,0%,0.0,0.0,,,,,,,,,0,0,0,0.0
Meritan Shabani,57.0,Germany,21.0,81.7006237006237,0,0,13.198738170347003,0.0,0.0,0.0,0.0,0.0,0.0,119.52452830188679,0.0,0%,0.0,0.0,,,0.0,0%,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,9.090361445783133,2747.585416666667,0.0,0.0,0.0,0%,0.0,0.0,,,,,,,,,0,0,0,0.0
Pedro Neto,7.0,Portugal,20.0,31.0,14,7,3.0,0.1,0.0,1.0,2.0,0.0,0.0,19.0,6.0,32%,0.0,3.0,,,11.0,,,7.0,9.0,3.0,0.0,,,,,,,,,,4.0,399.0,12.87,5.0,52.0,,,,,,,,,,,,3,0,16,5.0
Raúl Jiménez,9.0,Mexico,29.0,78.0,32,23,32.0,0.41,9.0,19.0,4.0,6.0,0.0,237.0,82.0,35%,7.0,20.0,,,51.0,,,53.0,43.0,75.0,57.0,,,,,,,,,,13.0,2108.0,27.03,26.0,57.0,,,,,,,,,,,,7,0,81,52.0
Adama Traoré,37.0,Spain,24.0,105.0,27,47,5.0,0.05,0.0,5.0,0.0,0.0,0.0,78.0,21.0,27%,2.0,6.0,,,86.0,,,26.0,27.0,26.0,13.0,,,,,,,,,,12.0,1434.0,13.66,13.0,327.0,,,,,,,,,,,,4,0,80,13.0
Fábio Silva,17.0,Portugal,18.0,1.0,0,1,13.198738170347003,1.0,0.0,0.0,0.0,0.0,0.0,119.52452830188679,0.0,0%,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,,9.090361445783133,1.0,1.0,0.0,0.0,,,,,,,,,,,,0,0,0,0.0
Leonardo Campana,30.0,Ecuador,20.0,81.7006237006237,0,0,13.198738170347003,0.0,0.0,0.0,0.0,0.0,0.0,119.52452830188679,0.0,0%,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,,9.090361445783133,2747.585416666667,0.0,0.0,0.0,,,,,,,,,,,,0,0,0,0.0
